8600.0,104733.3333
8600.0,104766.6667
8600.0,104833.3333
8616.6667,105016.6667
8650.0,105066.6667
8666.6667,105000.0
8683.3333,104883.3333
8683.3333,104916.6667
8683.3333,104933.3333
8700.0,104950.0
8700.0,105116.6667
8750.0,104950.0
8750.0,104983.3333
8766.6667,104983.3333
8766.6667,105016.6667
8766.6667,105050.0
8766.6667,105183.3333
8800.0,104900.0
8800.0,105183.3333
8800.0,105316.6667
8816.6667,105016.6667
8833.3333,105250.0
8850.0,104816.6667
8850.0,104916.6667
8866.6667,104850.0
8866.6667,105166.6667
8883.3333,104866.6667
8883.3333,105033.3333
8883.3333,105066.6667
8900.0,104983.3333
8916.6667,104866.6667
8916.6667,104900.0
8916.6667,105266.6667
8933.3333,104933.3333
8933.3333,105016.6667
8933.3333,105266.6667
8966.6667,104900.0
8966.6667,104950.0
8966.6667,105333.3333
8983.3333,105116.6667
8983.3333,105166.6667
8983.3333,105200.0
8983.3333,105250.0
8983.3333,105283.3333
9000.0,104983.3333
9006.9444,105250.8333
9008.3333,105120.5556
9008.8889,105027.5
9010.8333,105417.5
9011.6667,105183.3333
9012.7778,105285.0
9016.6667,104916.6667
9016.6667,104966.6667
9016.6667,105083.3333
9018.0556,105422.5
9019.4444,105167.7778
9019.7222,105308.3333
9025.2778,105423.6111
9026.1111,105294.1667
9027.2222,105054.7222
9030.5556,105021.3889
9032.2222,105311.1111
9032.5,105381.3889
9033.3333,104833.3333
9045.5556,105260.2778
9048.0556,105168.3333
9048.8889,105122.2222
9050.0,104900.0
9050.0,104933.3333
9050.0,104950.0
9050.0,105000.0
9056.3889,105440.5556
9063.0556,105283.8889
9063.6111,105334.1667
9066.6667,104983.3333
9066.6667,105266.6667
9068.6111,105395.8333
9072.7778,105311.6667
9074.1667,105061.3889
9079.7222,105128.0556
9080.5556,105274.7222
9083.3333,104816.6667
9083.3333,104866.6667
9083.3333,104950.0
9083.8889,105173.3333
9086.9444,105046.9444
9087.7778,105119.4444
9090.8333,105098.6111
9095.0,105493.6111
9096.1111,105295.0
9097.2222,105419.1667
9100.0,104900.0
9100.0,104966.6667
9100.0,104983.3333
9103.3333,105151.3889
9104.1667,105271.6667
9106.3889,105157.5
9111.6667,105010.8333
9111.6667,105157.7778
9115.2778,105105.8333
9116.6667,104983.3333
9117.7778,105161.1111
9119.1667,105069.4444
9119.4444,105321.1111
9128.3333,105251.9444
9128.3333,105444.7222
9133.3333,104816.6667
9133.3333,104916.6667
9133.3333,104950.0
